Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
05.06.2013;Walpole;10.V;16.IV;13.VI;NA;NA;NA;50;NA;NA;17;22;NA;NA;1015.3;1013.3;NA;NA;12.I;15.IV;Yes;Yes
06.06.2013;Walpole;12.I;17.VII;09.II;NA;NA;NA;44;NA;NA;13;13;NA;NA;1021;1021.3;NA;NA;13.VII;14.VII;Yes;No
07.06.2013;Walpole;09.IX;18.VI;0.8;NA;NA;NA;37;NA;NA;7;15;NA;NA;1023.1;1019.5;NA;NA;14;16.VIII;No;No
08.06.2013;Walpole;14;18.III;0;NA;NA;NA;54;NA;NA;24;22;NA;NA;1015.7;1012.9;NA;NA;15.I;15.VII;No;Yes
09.06.2013;Walpole;12.VIII;17.V;21.VIII;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;1015.4;1012.1;NA;NA;13.IX;16.V;Yes;NA
10.06.2013;Walpole;NA;15.VII;NA;NA;NA;NA;NA;NA;S;NA;7;NA;64;NA;1023.5;NA;NA;NA;15.II;NA;NA
11.06.2013;Walpole;04.IX;16.II;NA;NA;NA;NA;NA;ENE;NE;9;13;95;60;1028.5;1024.7;NA;NA;08.VIII;15.VI;NA;NA
12.06.2013;Walpole;05.I;16.IV;NA;NA;NA;NNE;31;ESE;NNE;4;15;82;59;1023.7;1019.1;NA;NA;9;15.V;NA;No
13.06.2013;Walpole;05.IX;17.I;0;NA;NA;NNE;26;NNE;NE;11;9;75;62;1019.7;1016.9;NA;NA;09.VII;16;No;No
14.06.2013;Walpole;09.VII;18.V;0;NA;NA;NNE;31;NNE;ENE;15;7;68;52;1018.2;1016.2;NA;NA;11.III;18.II;No;No
15.06.2013;Walpole;06.II;16.V;0;NA;NA;NNE;26;NA;E;0;9;87;70;1021;1019.1;NA;NA;09.I;15.III;No;No
16.06.2013;Walpole;05.V;16.IX;0;NA;NA;SW;31;NA;NNW;0;9;92;64;1020.5;1016.6;NA;NA;08.VIII;15.IV;No;Yes
17.06.2013;Walpole;08.VIII;15.IX;03.VIII;NA;NA;WSW;50;WSW;WSW;9;22;80;74;1018;1015.5;NA;NA;12.I;14.II;Yes;Yes
18.06.2013;Walpole;11.V;16.VI;19;NA;NA;WSW;43;SW;SW;11;17;94;75;1017;1015.8;NA;NA;13.III;15.III;Yes;Yes
19.06.2013;Walpole;11.I;17.III;16.VIII;NA;NA;SSW;31;SW;WSW;9;19;99;64;1021.5;1021.7;NA;NA;12.VIII;15.II;Yes;Yes
20.06.2013;Walpole;09.II;15.VIII;02.VI;NA;NA;ENE;24;NA;ESE;0;9;99;64;1026.9;1025.3;NA;NA;11.IV;13.IX;Yes;No
21.06.2013;Walpole;9;17.II;0;NA;NA;N;28;NNE;NNE;15;9;77;63;1024.7;1020.6;NA;NA;10.VII;16.VII;No;No
22.06.2013;Walpole;09.III;17.IX;0.2;NA;NA;N;39;NNE;NNE;20;9;66;62;1016.3;1013.7;NA;NA;11.III;16.V;No;No
23.06.2013;Walpole;11.III;16.IX;0;NA;NA;NNW;52;N;NNW;13;15;69;89;1010.4;1006.9;NA;NA;14;12.IV;No;Yes
24.06.2013;Walpole;11.VII;18.IX;11;NA;NA;WNW;72;NNW;NW;22;35;82;63;1007.8;1004.8;NA;NA;14;18.VIII;Yes;Yes
25.06.2013;Walpole;10.IX;16.VII;4;NA;NA;WNW;59;NW;NW;22;22;79;77;1010.1;1010.9;NA;NA;12.VIII;15.II;Yes;Yes
26.06.2013;Walpole;08.II;17;06.VI;NA;NA;WNW;26;NA;NW;0;11;99;66;1019.1;1018;NA;NA;11;16.V;Yes;No
27.06.2013;Walpole;08.IX;18.I;0;NA;NA;NW;37;NW;NW;19;19;78;78;1018.8;1018.1;NA;NA;13;16.V;No;Yes
28.06.2013;Walpole;12.V;19;5;NA;NA;NW;35;NW;NW;11;17;86;73;1023.8;1023.3;NA;NA;14.I;17.IV;Yes;No
29.06.2013;Walpole;13.IV;20.III;0;NA;NA;NNW;46;NNW;NW;22;24;83;69;1029.7;1028.4;NA;NA;14.VIII;19.VI;No;No
30.06.2013;Walpole;13.IV;19;0;NA;NA;NW;41;NNW;NW;19;22;85;73;1030.4;1027.5;NA;NA;15.VII;18.III;No;No
01.07.2013;Walpole;13.VI;19;0;NA;NA;NW;43;NW;WNW;19;15;73;69;1023.7;1019.8;NA;NA;15;18.V;No;No
02.07.2013;Walpole;12.VI;19.I;0;NA;NA;NW;54;NNW;SW;22;22;76;74;1017.7;1014.8;NA;NA;14.V;16.II;No;Yes
03.07.2013;Walpole;08.IX;14.III;14.II;NA;NA;W;59;NW;WSW;9;22;90;61;1018.1;1017.1;NA;NA;10.IX;12.IX;Yes;Yes
04.07.2013;Walpole;09.IX;14.VIII;04.VIII;NA;NA;S;43;SW;SSW;11;19;82;74;1022.9;1023.1;NA;NA;10.V;11.IV;Yes;Yes
05.07.2013;Walpole;05.IX;15;02.II;NA;NA;SSW;26;NA;NW;0;6;99;89;1025;1022.6;NA;NA;08.VIII;12.II;Yes;Yes
06.07.2013;Walpole;07.IX;13.VII;07.II;NA;NA;SE;24;SSW;SE;9;11;99;64;1027.8;1026.8;NA;NA;09.II;12.VI;Yes;Yes
07.07.2013;Walpole;05.IV;15.II;02.II;NA;NA;WNW;20;NA;WNW;0;9;89;60;1031.2;1028.7;NA;NA;07.IV;13.IX;Yes;No
08.07.2013;Walpole;06.IV;15.IX;0;NA;NA;N;41;NW;NW;6;15;60;51;1028.3;1023.6;NA;NA;10.VII;13.IX;No;No
09.07.2013;Walpole;10.III;13.VII;0;NA;NA;NNW;48;NNW;NW;20;11;62;98;1013.2;1010.8;NA;NA;13.V;13.II;No;Yes
10.07.2013;Walpole;08.II;17;17.VI;NA;NA;NNW;28;N;NNW;9;15;97;58;1016.7;1013.5;NA;NA;11;16.II;Yes;No
11.07.2013;Walpole;08.III;18.III;0;NA;NA;NE;24;NA;SSE;0;7;98;61;1014.7;1014.1;NA;NA;10.VII;16.V;No;Yes
12.07.2013;Walpole;10.IV;16.VII;03.VI;NA;NA;SE;39;ESE;SE;17;19;86;74;1017.7;1015.6;NA;NA;14.IV;15;Yes;No
13.07.2013;Walpole;06.IX;17.II;0;NA;NA;NNW;31;N;NW;7;11;99;71;1015.7;1013.4;NA;NA;10.II;16.IV;No;No
14.07.2013;Walpole;08.III;20.II;0.6;NA;NA;WNW;48;NNW;NW;19;19;84;68;1014.6;1012.1;NA;NA;15.IV;19.VI;No;Yes
15.07.2013;Walpole;15.II;17.VII;04.IV;NA;NA;NW;57;NW;NW;17;19;91;89;1011.7;1008.3;NA;NA;15.I;16.VII;Yes;Yes
16.07.2013;Walpole;11.V;14.VII;11.IV;NA;NA;SSW;93;NNW;NW;19;24;74;86;1006.2;999.6;NA;NA;13.VII;12.II;Yes;Yes
17.07.2013;Walpole;06.VIII;12.II;15.VI;NA;NA;SSW;76;S;SSW;28;20;68;60;1018;1019.5;NA;NA;09.I;11.IV;Yes;Yes
18.07.2013;Walpole;8;15.I;02.II;NA;NA;S;37;SSW;WSW;13;15;73;62;1024.7;1023.9;NA;NA;12;14.III;Yes;Yes
19.07.2013;Walpole;09.I;13.VI;02.VI;NA;NA;SE;35;SE;ESE;11;11;66;72;1033.2;1033.4;NA;NA;10.VIII;12.VI;Yes;Yes
20.07.2013;Walpole;8;13.V;02.II;NA;NA;N;24;ENE;ENE;7;13;99;90;1035.9;1032.5;NA;NA;10;12.II;Yes;No
21.07.2013;Walpole;05.IX;13.VII;0.6;NA;NA;NNW;20;N;NW;7;9;75;68;1029.9;1025.9;NA;NA;10.VIII;12.II;No;No
22.07.2013;Walpole;05.VII;15.VIII;0;NA;NA;NNW;39;NNE;NNW;15;13;73;51;1023;1018.8;NA;NA;08.II;15.VI;No;No
23.07.2013;Walpole;08.II;18.II;0;NA;NA;N;48;NNE;N;22;17;52;50;1014.1;1009.6;NA;NA;12.IV;17.IV;No;Yes
24.07.2013;Walpole;10.I;16.IV;15.II;NA;NA;NW;57;NW;NW;26;26;75;74;1016.5;1016.6;NA;NA;12.II;15.III;Yes;No
25.07.2013;Walpole;08.VIII;16.III;0.8;NA;NA;NNW;37;NNE;N;9;9;84;79;1018.4;1013.5;NA;NA;11;14.VI;No;Yes
26.07.2013;Walpole;10.V;13.VI;08.IV;NA;NA;WNW;57;NW;NW;24;20;86;88;999.2;999;NA;NA;11.IV;11.VI;Yes;Yes
27.07.2013;Walpole;08.II;15;16.VIII;NA;NA;WSW;46;WNW;SW;15;24;92;75;1003.7;1008.9;NA;NA;09.II;14.V;Yes;Yes
28.07.2013;Walpole;09.II;17.III;7;NA;NA;WNW;56;NW;WNW;19;30;85;82;1018;1017;NA;NA;12.V;14.IV;Yes;Yes
29.07.2013;Walpole;09.III;17.V;15;NA;NA;WNW;33;N;WNW;11;15;99;66;1023.3;1021;NA;NA;12.V;16;Yes;No
30.07.2013;Walpole;11.VIII;18.IX;0;NA;NA;NNW;52;NNW;NW;24;20;81;64;1018;1014.4;NA;NA;14;17.VI;No;Yes
31.07.2013;Walpole;12.IX;17.VII;01.IV;NA;NA;NW;48;NW;WNW;24;17;86;80;1015;1014;NA;NA;14.I;16.III;Yes;Yes
01.08.2013;Walpole;13.I;18.II;08.VIII;NA;NA;NW;33;WSW;SW;13;15;82;66;1019;1020.6;NA;NA;14.V;16;Yes;No
02.08.2013;Walpole;10.VIII;16.V;0;NA;NA;NW;43;NW;WNW;15;22;78;92;1024.9;1023.4;NA;NA;13.VI;14.VIII;No;No
03.08.2013;Walpole;13.VI;17.IX;0.6;NA;NA;NW;33;NW;NW;11;20;85;73;1024.5;1021.9;NA;NA;14.VII;17;No;No
04.08.2013;Walpole;13.I;20.II;0;NA;NA;WNW;57;NW;NW;17;35;77;68;1013.4;1009.4;NA;NA;15.V;19;No;Yes
05.08.2013;Walpole;13.V;17.II;22.II;NA;NA;NW;46;W;WNW;7;13;99;87;1011.1;1008.9;NA;NA;13.VIII;16.VI;Yes;Yes
06.08.2013;Walpole;12;16.IV;11.IV;NA;NA;NW;33;NNW;W;9;7;94;95;1012.9;1012.1;NA;NA;14.VII;15.V;Yes;Yes
07.08.2013;Walpole;13.III;19.III;3;NA;NA;WNW;52;NNW;NW;11;26;99;90;1008.1;1004.5;NA;NA;16.IV;18.VII;Yes;Yes
08.08.2013;Walpole;11.VIII;15.I;31;NA;NA;NW;56;NW;WNW;19;26;99;89;1007.4;1006.5;NA;NA;13.I;13.VII;Yes;Yes
09.08.2013;Walpole;11.IV;16.IX;08.II;NA;NA;NNW;39;WNW;NW;19;19;86;75;1015.4;1014.7;NA;NA;12.VI;16;Yes;No
10.08.2013;Walpole;11;17.VIII;0.4;NA;NA;NW;61;NW;WNW;24;31;80;61;1012.7;1010.3;NA;NA;13.VIII;17.VI;No;Yes
11.08.2013;Walpole;09.VI;14.IX;17.VIII;NA;NA;NW;56;WSW;WNW;17;17;54;76;1015.6;1014.9;NA;NA;12.IX;13.I;Yes;Yes
12.08.2013;Walpole;09.III;15.VIII;12.VI;NA;NA;NW;56;WNW;NW;22;31;96;87;1013.8;1011.5;NA;NA;12.VI;14;Yes;Yes
13.08.2013;Walpole;11.VI;15.I;22.IV;NA;NA;WNW;65;W;WSW;19;20;93;77;1011.9;1015;NA;NA;12.VI;12.II;Yes;No
14.08.2013;Walpole;06.IX;16.II;0.6;NA;NA;NNW;54;NW;NW;13;28;75;69;1017.2;1012.9;NA;NA;11.V;15.III;No;Yes
15.08.2013;Walpole;11.III;12;06.VIII;NA;NA;WSW;69;NW;WSW;31;28;92;79;1004.2;1005.2;NA;NA;12;09.I;Yes;Yes
16.08.2013;Walpole;6;14.VII;28.VIII;NA;NA;WSW;65;NW;W;26;26;83;75;1012.7;1011.4;NA;NA;09.VIII;12.III;Yes;Yes
17.08.2013;Walpole;09.VI;16.II;02.VI;NA;NA;WSW;61;W;WSW;26;26;65;68;1014.4;1016;NA;NA;14.VII;14.IV;Yes;Yes
18.08.2013;Walpole;10;15.VI;06.II;NA;NA;SE;20;NA;SE;0;11;96;64;1023.2;1022.9;NA;NA;11.III;14.VIII;Yes;No
19.08.2013;Walpole;07.V;17.VII;0;NA;NA;WSW;30;NNE;WNW;6;13;79;73;1025.1;1022.3;NA;NA;11.IX;15.V;No;No
20.08.2013;Walpole;07.IX;17.I;0.2;NA;NA;WSW;31;WNW;W;11;20;97;65;1025.9;1023.6;NA;NA;11.IV;16.II;No;No
21.08.2013;Walpole;10.VIII;17.III;1;NA;NA;WSW;37;WNW;WSW;15;19;87;78;1027.5;1026.8;NA;NA;13.V;14.IX;No;Yes
22.08.2013;Walpole;11.VIII;18.V;01.II;NA;NA;SW;35;WNW;SW;13;13;88;77;1028.9;1027;NA;NA;14;15.IX;Yes;No
23.08.2013;Walpole;10.V;19.I;0.6;NA;NA;WNW;28;NA;NW;0;6;99;51;1026.4;1021.8;NA;NA;12.II;18.II;No;No
24.08.2013;Walpole;08.I;20.VII;0.2;NA;NA;WSW;37;NW;W;20;20;75;61;1017.1;1015;NA;NA;15.II;19.V;No;No
25.08.2013;Walpole;12.VII;15.VI;1;NA;NA;ESE;31;ENE;ESE;15;9;99;84;1014.4;1010.4;NA;NA;13.VI;15.III;No;Yes
26.08.2013;Walpole;12.VIII;14.VI;44.2;NA;NA;S;46;S;SSW;20;20;99;86;1011.1;1013.6;NA;NA;13.II;13.VIII;Yes;Yes
27.08.2013;Walpole;07.V;14.IV;04.IV;NA;NA;ENE;30;NE;NNE;17;11;99;93;1015.7;1011.7;NA;NA;12.VI;12;Yes;Yes
28.08.2013;Walpole;06.IX;16;9;NA;NA;WSW;39;NW;W;22;19;89;72;1008.4;1009.5;NA;NA;10.VIII;15.IV;Yes;No
29.08.2013;Walpole;08.V;18.I;1;NA;NA;NW;54;NW;NW;19;20;88;54;1009.1;1003.8;NA;NA;12;17.VII;No;Yes
30.08.2013;Walpole;11.IX;17.III;02.VIII;NA;NA;WNW;76;NW;NW;35;35;84;79;1000.3;997.2;NA;NA;14.I;16.I;Yes;Yes
31.08.2013;Walpole;12.VI;19.VII;08.VI;NA;NA;NW;104;NW;WNW;35;59;81;67;997.3;997;NA;NA;14.VII;17;Yes;No
01.09.2013;Walpole;13;21.IV;0;NA;NA;NW;61;NW;NW;31;35;75;55;1012;1012;NA;NA;16.I;20.IV;No;No
02.09.2013;Walpole;14.IV;21.V;0.6;NA;NA;NW;35;NNW;NW;13;9;72;68;1017.8;1014.9;NA;NA;17.IV;20.II;No;No
03.09.2013;Walpole;15;20.I;0;NA;NA;NW;59;NNW;WNW;22;28;75;92;1007.2;1005;NA;NA;17.IX;13.III;No;Yes
04.09.2013;Walpole;07.VI;16;21.II;NA;NA;W;70;WNW;WNW;20;37;74;68;1019.6;1020;NA;NA;10.IX;14;Yes;Yes
05.09.2013;Walpole;10.III;17.I;01.VI;NA;NA;NW;39;NNW;NNW;17;13;75;81;1024.7;1024;NA;NA;13.VIII;14.II;Yes;Yes
06.09.2013;Walpole;09.V;17.II;01.VI;NA;NA;SSW;26;NA;SE;0;13;92;67;1025.7;1022.6;NA;NA;13.VI;16.II;Yes;No
07.09.2013;Walpole;09.IV;17.III;0.2;NA;NA;SE;39;ESE;SE;20;11;77;96;1018.3;1013.9;NA;NA;15.III;13.IX;No;Yes
08.09.2013;Walpole;10.II;18;38.2;NA;NA;SSW;31;S;WSW;17;17;81;63;1018.4;1018.8;NA;NA;14.V;16.II;Yes;No
09.09.2013;Walpole;07.II;19.III;0;NA;NA;NW;28;N;WNW;9;17;94;51;1018.8;1014.4;NA;NA;13.VII;18.II;No;Yes
10.09.2013;Walpole;11.IV;20.IV;01.II;NA;NA;NNW;43;NNW;WSW;20;15;80;66;1005.8;1002.8;NA;NA;15.III;19.I;Yes;Yes
11.09.2013;Walpole;11.III;15.IV;05.VI;NA;NA;NW;72;NW;NW;28;31;83;83;995.5;995.6;NA;NA;13.V;14;Yes;Yes
12.09.2013;Walpole;11.IV;16.IX;23;NA;NA;W;57;W;WNW;28;20;81;69;1010.3;1012.4;NA;NA;14.VI;15.IX;Yes;No
13.09.2013;Walpole;10.VIII;20.VII;0.6;NA;NA;NW;46;NW;WNW;20;15;79;68;1013;1008.4;NA;NA;15.V;17.I;No;Yes
14.09.2013;Walpole;11.IV;15.V;9;NA;NA;S;56;E;SSE;7;17;99;96;1003.7;1002.9;NA;NA;13.II;13.IX;Yes;Yes
15.09.2013;Walpole;09.IX;15.III;30.VI;NA;NA;SSW;46;S;S;13;7;94;65;1015.9;1015.8;NA;NA;11;13.III;Yes;No
16.09.2013;Walpole;06.VII;16.V;0.2;NA;NA;NNW;63;NNW;WNW;31;13;71;97;1006.2;1003.4;NA;NA;14.V;12.V;No;Yes
17.09.2013;Walpole;06.II;14.VII;20.VIII;NA;NA;W;56;SW;W;24;24;75;65;1014;1013.5;NA;NA;09.III;13.IV;Yes;Yes
18.09.2013;Walpole;09.III;15.IX;02.VI;NA;NA;WNW;76;NW;WNW;41;33;79;84;1004.9;1004.4;NA;NA;13.II;12.IV;Yes;Yes
19.09.2013;Walpole;11.I;19;13.VIII;NA;NA;W;63;WNW;WNW;20;28;91;83;1008.7;1008.3;NA;NA;15.IV;16.VI;Yes;Yes
20.09.2013;Walpole;11.IV;16.I;06.VIII;NA;NA;W;56;WNW;SSW;15;17;95;78;1005.1;1008.8;NA;NA;11.IX;14;Yes;No
21.09.2013;Walpole;07.IX;19.IX;0.6;NA;NA;WNW;69;N;NW;13;37;73;54;1009.9;1005.1;NA;NA;14.IV;19;No;Yes
22.09.2013;Walpole;09.VIII;14.V;12.VI;NA;NA;NNW;81;WSW;WNW;28;31;90;71;996.3;997.4;NA;NA;12;14.I;Yes;Yes
23.09.2013;Walpole;10.VII;17.II;14;NA;NA;NW;91;WNW;NW;28;35;89;73;994.7;993.3;NA;NA;13;16.VI;Yes;Yes
24.09.2013;Walpole;12;16;08.VI;NA;NA;WNW;81;WNW;W;31;28;81;64;999.7;1004.4;NA;NA;12.VII;15.III;Yes;NA
25.09.2013;Walpole;NA;16.VIII;NA;NA;NA;WNW;91;NA;WNW;NA;24;NA;56;NA;1015.5;NA;NA;NA;16.VII;NA;No
26.09.2013;Walpole;11.I;16.III;0.6;NA;NA;WSW;78;WNW;W;28;26;89;74;1008.4;1012.6;NA;NA;14.II;13.VI;No;Yes
27.09.2013;Walpole;08.V;17;9;NA;NA;NW;46;WNW;WNW;19;20;79;72;1018;1016.8;NA;NA;13;15.VII;Yes;No
28.09.2013;Walpole;12.VII;19.IV;0.4;NA;NA;WNW;72;NW;WNW;31;37;69;57;1011.1;1006.3;NA;NA;15.II;18.VII;No;Yes
29.09.2013;Walpole;10.V;14.II;12.II;NA;NA;W;28;WNW;WNW;11;9;92;84;1007.8;1006;NA;NA;12.I;11.IX;Yes;Yes
30.09.2013;Walpole;07.VI;14.VIII;17.VIII;NA;NA;SW;44;SW;WSW;22;17;53;58;1014.4;1016.5;NA;NA;11.VI;13;Yes;No
01.10.2013;Walpole;08.VII;16.IX;0;NA;NA;WNW;57;WNW;W;22;31;73;76;1018.2;1017.9;NA;NA;14.VII;15.III;No;No
02.10.2013;Walpole;10.III;18.IX;0.2;NA;NA;SSW;24;NA;SSE;0;11;70;71;1025;1022.8;NA;NA;15.VIII;17.I;No;No
03.10.2013;Walpole;8;20.I;0;NA;NA;NW;28;SW;SE;7;15;99;76;1017.6;1013;NA;NA;15.IX;18.VIII;No;Yes
04.10.2013;Walpole;13;18.IX;01.VIII;NA;NA;W;50;WNW;WSW;17;20;99;84;1013.4;1014.4;NA;NA;15.IX;14.VIII;Yes;Yes
05.10.2013;Walpole;11.II;18.VIII;01.IV;NA;NA;WNW;59;NW;W;20;24;77;65;1010.3;1010.9;NA;NA;16.IV;16.VII;Yes;Yes
06.10.2013;Walpole;08.VI;20.III;03.II;NA;NA;WNW;65;NW;WNW;28;24;72;75;1009.4;1008.4;NA;NA;15.VIII;17.IV;Yes;Yes
07.10.2013;Walpole;13.VII;22.VI;01.II;NA;NA;NW;61;NW;NW;31;33;72;52;1009.2;1007.1;NA;NA;18.I;20.IX;Yes;No
08.10.2013;Walpole;13.IV;18.VI;0;NA;NA;NW;46;NW;WNW;15;24;89;58;1006.8;1006.2;NA;NA;14.VIII;17.IV;No;No
09.10.2013;Walpole;10.IX;17;0.6;NA;NA;WSW;43;WSW;SW;15;22;74;65;1013;1015.7;NA;NA;14.IV;14.VIII;No;No
10.10.2013;Walpole;09.IV;19.V;0.8;NA;NA;NW;50;NW;WNW;24;24;78;60;1021.1;1018.5;NA;NA;14;18.V;No;No
11.10.2013;Walpole;13.VI;16.VI;0;NA;NA;WSW;61;NW;WSW;33;33;84;69;1011.1;1012.8;NA;NA;16.III;13.V;No;Yes
12.10.2013;Walpole;08.II;15.VII;07.VIII;NA;NA;WSW;46;SW;SSW;15;20;68;63;1020.4;1021.9;NA;NA;11.VI;13.VII;Yes;No
13.10.2013;Walpole;04.IX;17.IV;0;NA;NA;SSW;28;NW;S;11;13;64;60;1028.4;1024.8;NA;NA;13.V;16.I;No;No
14.10.2013;Walpole;05.VIII;21.VIII;0;NA;NA;WSW;39;WSW;WNW;7;22;67;59;1023.7;1019.1;NA;NA;15.VI;18.V;No;No
15.10.2013;Walpole;12.VIII;20.IX;0;NA;NA;NW;67;NW;WNW;31;39;80;65;1015.3;1011;NA;NA;16.III;19.VII;No;Yes
16.10.2013;Walpole;13.IV;16.VIII;03.VIII;NA;NA;WSW;56;SSW;S;28;13;68;63;1017.5;1018.9;NA;NA;14.II;15.I;Yes;No
17.10.2013;Walpole;06.VI;20.VII;0.2;NA;NA;WNW;52;NW;W;28;22;72;63;1017.6;1013.9;NA;NA;14.VI;20;No;No
18.10.2013;Walpole;13.II;19.III;0.2;NA;NA;WNW;57;WNW;WNW;24;28;82;65;1012.2;1009.2;NA;NA;15.VI;18;No;Yes
19.10.2013;Walpole;10.I;13.I;10.II;NA;NA;NW;43;WNW;ESE;9;9;99;95;1010.6;1010.8;NA;NA;11.II;11.III;Yes;Yes
20.10.2013;Walpole;09.IV;15.I;26.IV;NA;NA;SSE;46;SSE;SSE;19;17;71;62;1020.2;1021.4;NA;NA;12.I;14.II;Yes;No
21.10.2013;Walpole;08.IX;14.VI;0;NA;NA;SSW;22;NA;SE;0;11;73;65;1025.9;1024.6;NA;NA;12.II;14;No;No
22.10.2013;Walpole;7;17.VI;0;NA;NA;ESE;30;N;S;9;13;60;64;1026.6;1025.2;NA;NA;14.I;15.VIII;No;No
23.10.2013;Walpole;10.II;17.IX;0;NA;NA;SE;54;E;ESE;22;26;66;71;1027.6;1025;NA;NA;14.VIII;16.IX;No;No
24.10.2013;Walpole;10.III;22;0;NA;NA;ENE;46;ENE;ENE;22;24;63;55;1021.4;1017.5;NA;NA;17.III;19.IV;No;No
25.10.2013;Walpole;11.VII;22.II;0;NA;NA;SSE;44;E;SE;19;24;72;74;1016.2;1014.9;NA;NA;18.II;19.VI;No;No
26.10.2013;Walpole;14.V;18.VIII;0.6;NA;NA;SE;37;SE;SE;15;24;94;77;1022;1022.4;NA;NA;15.III;17.VI;No;No
27.10.2013;Walpole;13.II;20.III;0.2;NA;NA;SE;30;NE;SSE;15;15;67;73;1023.8;1023.1;NA;NA;17.V;18.IV;No;No
28.10.2013;Walpole;11.IV;20.VI;0.2;NA;NA;ESE;39;E;SE;13;24;72;73;1025.9;1022.9;NA;NA;16;18.V;No;No
29.10.2013;Walpole;10.IX;21.II;0;NA;NA;SE;44;E;SE;17;26;73;71;1023.6;1021.2;NA;NA;18.I;19.IV;No;No
30.10.2013;Walpole;10.IX;29.VII;0.2;NA;NA;WNW;41;E;SSW;15;11;77;70;1017;1010.7;NA;NA;19.II;24.V;No;No
31.10.2013;Walpole;16;22.VIII;0;NA;NA;NW;35;WNW;SW;11;15;69;63;1015.4;1015.5;NA;NA;19.I;21.V;No;Yes
01.11.2013;Walpole;13.VI;16.VI;5;NA;NA;SE;30;SSE;SSE;11;13;99;74;1021.2;1020.7;NA;NA;14.II;15.IV;Yes;No
02.11.2013;Walpole;12.V;18.V;0;NA;NA;SE;50;E;SE;19;30;67;64;1026.6;1025.5;NA;NA;16.III;17.III;No;No
03.11.2013;Walpole;11.III;24.VII;0;NA;NA;E;44;ENE;SE;19;15;61;61;1023.7;1018.2;NA;NA;18.I;22.VII;No;Yes
04.11.2013;Walpole;14.V;29.V;01.II;NA;NA;NE;44;NA;SW;0;15;76;49;1013.6;1011.5;NA;NA;21.VII;27.I;Yes;No
05.11.2013;Walpole;14;19.I;0.8;NA;NA;SSW;33;SSW;S;15;17;68;63;1017.1;1016.6;NA;NA;16.VII;18.VIII;No;Yes
06.11.2013;Walpole;13.IV;16.II;11.VIII;NA;NA;SE;35;E;SE;15;20;99;84;1018.7;1019.6;NA;NA;14;14.II;Yes;No
07.11.2013;Walpole;10.IV;18.VIII;0.4;NA;NA;SE;41;E;ESE;19;24;68;64;1023.6;1022.5;NA;NA;15.IV;16.VIII;No;No
08.11.2013;Walpole;9;21.III;0;NA;NA;SE;43;NNE;ESE;17;22;58;59;1023;1020.6;NA;NA;16.VII;19.II;No;No
09.11.2013;Walpole;09.V;23.III;0;NA;NA;ESE;41;ENE;ESE;15;20;65;59;1022.1;1019.9;NA;NA;18.III;21.II;No;No
10.11.2013;Walpole;12.I;30.IX;0;NA;NA;NE;41;NE;NNE;19;11;55;27;1017.9;1013.2;NA;NA;20.IX;30.V;No;No
11.11.2013;Walpole;13.II;24.II;0;NA;NA;WSW;35;NW;WSW;17;17;72;74;1013.9;1014.4;NA;NA;20.VIII;19.VII;No;No
12.11.2013;Walpole;16.III;NA;0;NA;NA;SSW;43;S;SSW;19;20;79;86;1016;1015.6;NA;NA;18;16;No;NA
13.11.2013;Walpole;14;18.VII;NA;NA;NA;SSW;44;S;SSE;20;13;86;89;1017.3;1016.5;NA;NA;17.I;17.III;NA;No
14.11.2013;Walpole;15.III;20.II;1;NA;NA;ESE;52;ESE;SE;26;31;73;73;1021;1020.2;NA;NA;17.I;18.II;No;No
15.11.2013;Walpole;13.IX;24.V;0;NA;NA;ESE;44;E;SE;19;28;60;64;1021;1017.1;NA;NA;20.I;21.III;No;No
16.11.2013;Walpole;12;28;0;NA;NA;NE;35;ENE;SSW;17;15;60;59;1014.2;1010.2;NA;NA;21.I;27.II;No;No
17.11.2013;Walpole;13.II;24.III;0;NA;NA;SSW;43;WNW;S;22;20;74;84;1009;1010.9;NA;NA;21.VII;18;No;No
18.11.2013;Walpole;12.IX;16.I;0.2;NA;NA;SE;54;SE;SE;31;28;65;61;1018.1;1018.5;NA;NA;14.IX;14.VII;No;No
19.11.2013;Walpole;11;17;0;NA;NA;ESE;50;ESE;ESE;22;26;57;61;1021.4;1018.9;NA;NA;13.IX;15.VIII;No;No
20.11.2013;Walpole;08.IX;20.VII;0;NA;NA;SE;48;ENE;E;20;26;68;55;1018.4;1013.5;NA;NA;16.II;19.I;No;No
21.11.2013;Walpole;10.VII;24.II;0;NA;NA;ENE;43;ENE;SE;22;22;56;58;1012.8;1009.9;NA;NA;18.VIII;20.IV;No;Yes
22.11.2013;Walpole;12.II;20.VIII;03.VIII;NA;NA;NE;41;WNW;ENE;4;17;91;99;1011.1;1009.6;NA;NA;13.V;15.II;Yes;Yes
23.11.2013;Walpole;12.VIII;27;14;NA;NA;WNW;28;NE;SSW;13;13;72;73;1007.6;1003.3;NA;NA;20.V;22.VIII;Yes;No
